q,ticker,company_name
"NIKE, Inc.의 현금흐름 추세와 의미를 설명해 줘.",NKE,"NIKE, Inc."
"NIKE, Inc.의 매출을 부문별로 설명해 줘.",NKE,"NIKE, Inc."
"NIKE, Inc.의 ESG 항목에서 강조한 이슈는?",NKE,"NIKE, Inc."
"NIKE, Inc.의 원가 인플레이션 대응 방안은?",NKE,"NIKE, Inc."
"NIKE, Inc.의 브랜드·마케팅 지출 규모 변화와 ROI는?",NKE,"NIKE, Inc."
The Coca-Cola Company의 10-K 주요 리스크 3가지를 요약해 줘.,KO,The Coca-Cola Company
The Coca-Cola Company의 현금흐름 추세와 의미를 설명해 줘.,KO,The Coca-Cola Company
The Coca-Cola Company의 주주환원 정책 주요 사항은?,KO,The Coca-Cola Company
The Coca-Cola Company의 브랜드·마케팅 지출 규모 변화와 ROI는?,KO,The Coca-Cola Company
The Coca-Cola Company의 이커머스·옴니채널 전략 목표는?,KO,The Coca-Cola Company
"PepsiCo, Inc.의 비용 구조와 전년 대비 변동 요인을 알려줘.",PEP,"PepsiCo, Inc."
"PepsiCo, Inc.의 10-K 주요 리스크 3가지를 요약해 줘.",PEP,"PepsiCo, Inc."
"PepsiCo, Inc.의 ESG 항목에서 강조한 이슈는?",PEP,"PepsiCo, Inc."
"PepsiCo, Inc.의 동일점포매출 추세와 성장 동인은?",PEP,"PepsiCo, Inc."
"PepsiCo, Inc.의 국제 시장 확장 현황과 지역별 성장률은?",PEP,"PepsiCo, Inc."
Colgate-Palmolive Company의 지배구조·이사회 구성과 변화 사항을 알려줘.,CL,Colgate-Palmolive Company
Colgate-Palmolive Company의 10-K 주요 리스크 3가지를 요약해 줘.,CL,Colgate-Palmolive Company
Colgate-Palmolive Company의 매출을 부문별로 설명해 줘.,CL,Colgate-Palmolive Company
Colgate-Palmolive Company의 동일점포매출 추세와 성장 동인은?,CL,Colgate-Palmolive Company
Colgate-Palmolive Company의 브랜드·마케팅 지출 규모 변화와 ROI는?,CL,Colgate-Palmolive Company
The Procter & Gamble Company의 주주환원 정책 주요 사항은?,PG,The Procter & Gamble Company
The Procter & Gamble Company의 ESG 항목에서 강조한 이슈는?,PG,The Procter & Gamble Company
The Procter & Gamble Company의 비용 구조와 전년 대비 변동 요인을 알려줘.,PG,The Procter & Gamble Company
The Procter & Gamble Company의 동일점포매출 추세와 성장 동인은?,PG,The Procter & Gamble Company
The Procter & Gamble Company의 국제 시장 확장 현황과 지역별 성장률은?,PG,The Procter & Gamble Company
"Mondelez International, Inc.의 ESG 항목에서 강조한 이슈는?",MDLZ,"Mondelez International, Inc."
"Mondelez International, Inc.의 비용 구조와 전년 대비 변동 요인을 알려줘.",MDLZ,"Mondelez International, Inc."
"Mondelez International, Inc.의 매출을 부문별로 설명해 줘.",MDLZ,"Mondelez International, Inc."
"Mondelez International, Inc.의 국제 시장 확장 현황과 지역별 성장률은?",MDLZ,"Mondelez International, Inc."
"Mondelez International, Inc.의 동일점포매출 추세와 성장 동인은?",MDLZ,"Mondelez International, Inc."
AT&T Inc.의 지배구조·이사회 구성과 변화 사항을 알려줘.,T,AT&T Inc.
AT&T Inc.의 비용 구조와 전년 대비 변동 요인을 알려줘.,T,AT&T Inc.
AT&T Inc.의 현금흐름 추세와 의미를 설명해 줘.,T,AT&T Inc.
AT&T Inc.의 가입자 순증·이탈률 현황은?,T,AT&T Inc.
AT&T Inc.의 콘텐츠·스튜디오 투자 계획은?,T,AT&T Inc.
Verizon Communications Inc.의 주주환원 정책 주요 사항은?,VZ,Verizon Communications Inc.
Verizon Communications Inc.의 ESG 항목에서 강조한 이슈는?,VZ,Verizon Communications Inc.
Verizon Communications Inc.의 매출을 부문별로 설명해 줘.,VZ,Verizon Communications Inc.
Verizon Communications Inc.의 라이센스·배급 계약 주요 변동은?,VZ,Verizon Communications Inc.
Verizon Communications Inc.의 가입자 순증·이탈률 현황은?,VZ,Verizon Communications Inc.
"T-Mobile US, Inc.의 현금흐름 추세와 의미를 설명해 줘.",TMUS,"T-Mobile US, Inc."
"T-Mobile US, Inc.의 지배구조·이사회 구성과 변화 사항을 알려줘.",TMUS,"T-Mobile US, Inc."
"T-Mobile US, Inc.의 주주환원 정책 주요 사항은?",TMUS,"T-Mobile US, Inc."
"T-Mobile US, Inc.의 라이센스·배급 계약 주요 변동은?",TMUS,"T-Mobile US, Inc."
"T-Mobile US, Inc.의 5G/광대역 CAPEX 투입 금액과 일정은?",TMUS,"T-Mobile US, Inc."
"Charter Communications, Inc.의 10-K 주요 리스크 3가지를 요약해 줘.",CHTR,"Charter Communications, Inc."
"Charter Communications, Inc.의 비용 구조와 전년 대비 변동 요인을 알려줘.",CHTR,"Charter Communications, Inc."
"Charter Communications, Inc.의 ESG 항목에서 강조한 이슈는?",CHTR,"Charter Communications, Inc."
"Charter Communications, Inc.의 콘텐츠·스튜디오 투자 계획은?",CHTR,"Charter Communications, Inc."
"Charter Communications, Inc.의 5G/광대역 CAPEX 투입 금액과 일정은?",CHTR,"Charter Communications, Inc."
Comcast Corporation의 현금흐름 추세와 의미를 설명해 줘.,CMCSA,Comcast Corporation
Comcast Corporation의 비용 구조와 전년 대비 변동 요인을 알려줘.,CMCSA,Comcast Corporation
Comcast Corporation의 10-K 주요 리스크 3가지를 요약해 줘.,CMCSA,Comcast Corporation
Comcast Corporation의 광고 매출 비중과 경기 민감도를 설명해 줘.,CMCSA,Comcast Corporation
Comcast Corporation의 5G/광대역 CAPEX 투입 금액과 일정은?,CMCSA,Comcast Corporation
The Walt Disney Company의 ESG 항목에서 강조한 이슈는?,DIS,The Walt Disney Company
The Walt Disney Company의 매출을 부문별로 설명해 줘.,DIS,The Walt Disney Company
The Walt Disney Company의 지배구조·이사회 구성과 변화 사항을 알려줘.,DIS,The Walt Disney Company
The Walt Disney Company의 광고 매출 비중과 경기 민감도를 설명해 줘.,DIS,The Walt Disney Company
The Walt Disney Company의 가입자 순증·이탈률 현황은?,DIS,The Walt Disney Company
"Netflix, Inc.의 매출을 부문별로 설명해 줘.",NFLX,"Netflix, Inc."
"Netflix, Inc.의 주주환원 정책 주요 사항은?",NFLX,"Netflix, Inc."
"Netflix, Inc.의 비용 구조와 전년 대비 변동 요인을 알려줘.",NFLX,"Netflix, Inc."
"Netflix, Inc.의 라이센스·배급 계약 주요 변동은?",NFLX,"Netflix, Inc."
"Netflix, Inc.의 5G/광대역 CAPEX 투입 금액과 일정은?",NFLX,"Netflix, Inc."
GE의 비용 구조와 전년 대비 변동 요인을 알려줘.,GE,GE
GE의 10-K 주요 리스크 3가지를 요약해 줘.,GE,GE
GE의 매출을 부문별로 설명해 줘.,GE,GE
GE의 원재료·공급망 리스크 및 대응 전략은?,GE,GE
GE의 국방·정부 계약 비중과 규제 요건은?,GE,GE
Caterpillar Inc.의 10-K 주요 리스크 3가지를 요약해 줘.,CAT,Caterpillar Inc.
Caterpillar Inc.의 비용 구조와 전년 대비 변동 요인을 알려줘.,CAT,Caterpillar Inc.
Caterpillar Inc.의 현금흐름 추세와 의미를 설명해 줘.,CAT,Caterpillar Inc.
Caterpillar Inc.의 지속가능·친환경 제조 이니셔티브를 요약해 줘.,CAT,Caterpillar Inc.
Caterpillar Inc.의 국방·정부 계약 비중과 규제 요건은?,CAT,Caterpillar Inc.
The Boeing Company의 주주환원 정책 주요 사항은?,BA,The Boeing Company
The Boeing Company의 지배구조·이사회 구성과 변화 사항을 알려줘.,BA,The Boeing Company
The Boeing Company의 ESG 항목에서 강조한 이슈는?,BA,The Boeing Company
The Boeing Company의 수주잔고(Backlog) 규모와 변화는?,BA,The Boeing Company
The Boeing Company의 국방·정부 계약 비중과 규제 요건은?,BA,The Boeing Company
3M Company의 지배구조·이사회 구성과 변화 사항을 알려줘.,MMM,3M Company
3M Company의 매출을 부문별로 설명해 줘.,MMM,3M Company
3M Company의 비용 구조와 전년 대비 변동 요인을 알려줘.,MMM,3M Company
3M Company의 국방·정부 계약 비중과 규제 요건은?,MMM,3M Company
3M Company의 수주잔고(Backlog) 규모와 변화는?,MMM,3M Company
Lockheed Martin Corporation의 매출을 부문별로 설명해 줘.,LMT,Lockheed Martin Corporation
Lockheed Martin Corporation의 지배구조·이사회 구성과 변화 사항을 알려줘.,LMT,Lockheed Martin Corporation
Lockheed Martin Corporation의 주주환원 정책 주요 사항은?,LMT,Lockheed Martin Corporation
Lockheed Martin Corporation의 원재료·공급망 리스크 및 대응 전략은?,LMT,Lockheed Martin Corporation
Lockheed Martin Corporation의 국방·정부 계약 비중과 규제 요건은?,LMT,Lockheed Martin Corporation
RTX Corporation의 10-K 주요 리스크 3가지를 요약해 줘.,RTX,RTX Corporation
RTX Corporation의 주주환원 정책 주요 사항은?,RTX,RTX Corporation
RTX Corporation의 비용 구조와 전년 대비 변동 요인을 알려줘.,RTX,RTX Corporation
RTX Corporation의 국방·정부 계약 비중과 규제 요건은?,RTX,RTX Corporation
RTX Corporation의 원재료·공급망 리스크 및 대응 전략은?,RTX,RTX Corporation
"United Parcel Service, Inc.의 지배구조·이사회 구성과 변화 사항을 알려줘.",UPS,"United Parcel Service, Inc."
"United Parcel Service, Inc.의 ESG 항목에서 강조한 이슈는?",UPS,"United Parcel Service, Inc."
"United Parcel Service, Inc.의 10-K 주요 리스크 3가지를 요약해 줘.",UPS,"United Parcel Service, Inc."
"United Parcel Service, Inc.의 지속가능·친환경 제조 이니셔티브를 요약해 줘.",UPS,"United Parcel Service, Inc."
"United Parcel Service, Inc.의 설비투자(CAPEX) 계획과 ROI 목표는?",UPS,"United Parcel Service, Inc."
FedEx Corporation의 10-K 주요 리스크 3가지를 요약해 줘.,FDX,FedEx Corporation
FedEx Corporation의 매출을 부문별로 설명해 줘.,FDX,FedEx Corporation
FedEx Corporation의 지배구조·이사회 구성과 변화 사항을 알려줘.,FDX,FedEx Corporation
FedEx Corporation의 설비투자(CAPEX) 계획과 ROI 목표는?,FDX,FedEx Corporation
FedEx Corporation의 국방·정부 계약 비중과 규제 요건은?,FDX,FedEx Corporation
Union Pacific Corporation의 매출을 부문별로 설명해 줘.,UNP,Union Pacific Corporation
Union Pacific Corporation의 ESG 항목에서 강조한 이슈는?,UNP,Union Pacific Corporation
Union Pacific Corporation의 10-K 주요 리스크 3가지를 요약해 줘.,UNP,Union Pacific Corporation
Union Pacific Corporation의 원재료·공급망 리스크 및 대응 전략은?,UNP,Union Pacific Corporation
Union Pacific Corporation의 국방·정부 계약 비중과 규제 요건은?,UNP,Union Pacific Corporation
Deere & Company의 비용 구조와 전년 대비 변동 요인을 알려줘.,DE,Deere & Company
Deere & Company의 지배구조·이사회 구성과 변화 사항을 알려줘.,DE,Deere & Company
Deere & Company의 현금흐름 추세와 의미를 설명해 줘.,DE,Deere & Company
Deere & Company의 지속가능·친환경 제조 이니셔티브를 요약해 줘.,DE,Deere & Company
Deere & Company의 설비투자(CAPEX) 계획과 ROI 목표는?,DE,Deere & Company
Exxon Mobil Corporation의 주주환원 정책 주요 사항은?,XOM,Exxon Mobil Corporation
Exxon Mobil Corporation의 매출을 부문별로 설명해 줘.,XOM,Exxon Mobil Corporation
Exxon Mobil Corporation의 지배구조·이사회 구성과 변화 사항을 알려줘.,XOM,Exxon Mobil Corporation
Exxon Mobil Corporation의 석유·가스 생산량 추세와 자본 효율성은?,XOM,Exxon Mobil Corporation
Exxon Mobil Corporation의 탄소배출·에너지전환 목표와 투자 규모는?,XOM,Exxon Mobil Corporation
Chevron Corporation의 주주환원 정책 주요 사항은?,CVX,Chevron Corporation
Chevron Corporation의 매출을 부문별로 설명해 줘.,CVX,Chevron Corporation
Chevron Corporation의 10-K 주요 리스크 3가지를 요약해 줘.,CVX,Chevron Corporation
Chevron Corporation의 정제 마진 추세 및 전망은?,CVX,Chevron Corporation
Chevron Corporation의 탄소배출·에너지전환 목표와 투자 규모는?,CVX,Chevron Corporation
ConocoPhillips의 현금흐름 추세와 의미를 설명해 줘.,COP,ConocoPhillips
ConocoPhillips의 비용 구조와 전년 대비 변동 요인을 알려줘.,COP,ConocoPhillips
ConocoPhillips의 매출을 부문별로 설명해 줘.,COP,ConocoPhillips
ConocoPhillips의 원유·가스 헤징 전략과 실적 영향은?,COP,ConocoPhillips
ConocoPhillips의 정제 마진 추세 및 전망은?,COP,ConocoPhillips
"NextEra Energy, Inc.의 ESG 항목에서 강조한 이슈는?",NEE,"NextEra Energy, Inc."
"NextEra Energy, Inc.의 매출을 부문별로 설명해 줘.",NEE,"NextEra Energy, Inc."
"NextEra Energy, Inc.의 10-K 주요 리스크 3가지를 요약해 줘.",NEE,"NextEra Energy, Inc."
"NextEra Energy, Inc.의 신재생 발전용량 확충 계획을 설명해 줘.",NEE,"NextEra Energy, Inc."
"NextEra Energy, Inc.의 배당 정책(배당성향·증가율) 특징은?",NEE,"NextEra Energy, Inc."
Duke Energy Corporation의 지배구조·이사회 구성과 변화 사항을 알려줘.,DUK,Duke Energy Corporation
Duke Energy Corporation의 매출을 부문별로 설명해 줘.,DUK,Duke Energy Corporation
Duke Energy Corporation의 10-K 주요 리스크 3가지를 요약해 줘.,DUK,Duke Energy Corporation
Duke Energy Corporation의 배당 정책(배당성향·증가율) 특징은?,DUK,Duke Energy Corporation
Duke Energy Corporation의 기후·자연재해 리스크 대응 계획은?,DUK,Duke Energy Corporation
The Southern Company의 주주환원 정책 주요 사항은?,SO,The Southern Company
The Southern Company의 지배구조·이사회 구성과 변화 사항을 알려줘.,SO,The Southern Company
The Southern Company의 비용 구조와 전년 대비 변동 요인을 알려줘.,SO,The Southern Company
The Southern Company의 신재생 발전용량 확충 계획을 설명해 줘.,SO,The Southern Company
The Southern Company의 배당 정책(배당성향·증가율) 특징은?,SO,The Southern Company
Emerson Electric Co.의 ESG 항목에서 강조한 이슈는?,EMR,Emerson Electric Co.
Emerson Electric Co.의 비용 구조와 전년 대비 변동 요인을 알려줘.,EMR,Emerson Electric Co.
Emerson Electric Co.의 현금흐름 추세와 의미를 설명해 줘.,EMR,Emerson Electric Co.
Emerson Electric Co.의 규제 기준 ROE와 실제 수익률 격차는?,EMR,Emerson Electric Co.
Emerson Electric Co.의 신재생 발전용량 확충 계획을 설명해 줘.,EMR,Emerson Electric Co.
"Simon Property Group, Inc.의 지배구조·이사회 구성과 변화 사항을 알려줘.",SPG,"Simon Property Group, Inc."
"Simon Property Group, Inc.의 10-K 주요 리스크 3가지를 요약해 줘.",SPG,"Simon Property Group, Inc."
"Simon Property Group, Inc.의 현금흐름 추세와 의미를 설명해 줘.",SPG,"Simon Property Group, Inc."
"Simon Property Group, Inc.의 비용 구조와 전년 대비 변동 요인을 알려줘.",SPG,"Simon Property Group, Inc."
"Simon Property Group, Inc.의 주주환원 정책 주요 사항은?",SPG,"Simon Property Group, Inc."
American Tower Corporation의 비용 구조와 전년 대비 변동 요인을 알려줘.,AMT,American Tower Corporation
American Tower Corporation의 지배구조·이사회 구성과 변화 사항을 알려줘.,AMT,American Tower Corporation
American Tower Corporation의 매출을 부문별로 설명해 줘.,AMT,American Tower Corporation
American Tower Corporation의 현금흐름 추세와 의미를 설명해 줘.,AMT,American Tower Corporation
American Tower Corporation의 주주환원 정책 주요 사항은?,AMT,American Tower Corporation
Booking Holdings Inc.의 ESG 항목에서 강조한 이슈는?,BKNG,Booking Holdings Inc.
Booking Holdings Inc.의 현금흐름 추세와 의미를 설명해 줘.,BKNG,Booking Holdings Inc.
Booking Holdings Inc.의 비용 구조와 전년 대비 변동 요인을 알려줘.,BKNG,Booking Holdings Inc.
Booking Holdings Inc.의 주주환원 정책 주요 사항은?,BKNG,Booking Holdings Inc.
Booking Holdings Inc.의 지배구조·이사회 구성과 변화 사항을 알려줘.,BKNG,Booking Holdings Inc.
General Dynamics Corporation의 10-K 주요 리스크 3가지를 요약해 줘.,GD,General Dynamics Corporation
General Dynamics Corporation의 ESG 항목에서 강조한 이슈는?,GD,General Dynamics Corporation
General Dynamics Corporation의 비용 구조와 전년 대비 변동 요인을 알려줘.,GD,General Dynamics Corporation
General Dynamics Corporation의 주주환원 정책 주요 사항은?,GD,General Dynamics Corporation
General Dynamics Corporation의 매출을 부문별로 설명해 줘.,GD,General Dynamics Corporation
"Altria Group, Inc.의 지배구조·이사회 구성과 변화 사항을 알려줘.",MO,"Altria Group, Inc."
"Altria Group, Inc.의 비용 구조와 전년 대비 변동 요인을 알려줘.",MO,"Altria Group, Inc."
"Altria Group, Inc.의 현금흐름 추세와 의미를 설명해 줘.",MO,"Altria Group, Inc."
"Altria Group, Inc.의 10-K 주요 리스크 3가지를 요약해 줘.",MO,"Altria Group, Inc."
"Altria Group, Inc.의 ESG 항목에서 강조한 이슈는?",MO,"Altria Group, Inc."
Philip Morris International Inc.의 ESG 항목에서 강조한 이슈는?,PM,Philip Morris International Inc.
Philip Morris International Inc.의 매출을 부문별로 설명해 줘.,PM,Philip Morris International Inc.
Philip Morris International Inc.의 10-K 주요 리스크 3가지를 요약해 줘.,PM,Philip Morris International Inc.
Philip Morris International Inc.의 주주환원 정책 주요 사항은?,PM,Philip Morris International Inc.
Philip Morris International Inc.의 현금흐름 추세와 의미를 설명해 줘.,PM,Philip Morris International Inc.
Linde plc의 주주환원 정책 주요 사항은?,LIN,Linde plc
Linde plc의 현금흐름 추세와 의미를 설명해 줘.,LIN,Linde plc
Linde plc의 ESG 항목에서 강조한 이슈는?,LIN,Linde plc
Linde plc의 10-K 주요 리스크 3가지를 요약해 줘.,LIN,Linde plc
Linde plc의 매출을 부문별로 설명해 줘.,LIN,Linde plc
Visa Inc.의 매출을 부문별로 설명해 줘.,V,Visa Inc.
Visa Inc.의 10-K 주요 리스크 3가지를 요약해 줘.,V,Visa Inc.
Visa Inc.의 비용 구조와 전년 대비 변동 요인을 알려줘.,V,Visa Inc.
Visa Inc.의 지배구조·이사회 구성과 변화 사항을 알려줘.,V,Visa Inc.
Visa Inc.의 ESG 항목에서 강조한 이슈는?,V,Visa Inc.
Mastercard Incorporated의 매출을 부문별로 설명해 줘.,MA,Mastercard Incorporated
Mastercard Incorporated의 주주환원 정책 주요 사항은?,MA,Mastercard Incorporated
Mastercard Incorporated의 현금흐름 추세와 의미를 설명해 줘.,MA,Mastercard Incorporated
Mastercard Incorporated의 10-K 주요 리스크 3가지를 요약해 줘.,MA,Mastercard Incorporated
Mastercard Incorporated의 지배구조·이사회 구성과 변화 사항을 알려줘.,MA,Mastercard Incorporated
General Motors Company의 ESG 항목에서 강조한 이슈는?,GM,General Motors Company
General Motors Company의 10-K 주요 리스크 3가지를 요약해 줘.,GM,General Motors Company
General Motors Company의 현금흐름 추세와 의미를 설명해 줘.,GM,General Motors Company
General Motors Company의 매출을 부문별로 설명해 줘.,GM,General Motors Company
General Motors Company의 비용 구조와 전년 대비 변동 요인을 알려줘.,GM,General Motors Company
